748 27 440.991635
1386 70 933.238633
1843 57 -984.391685
176 8 657.309522
1975 35 -500.032698
1303 14 -352.715238
1073 70 -632.763685
1454 67 924.677601
1116 67 572.414839
1459 95 -109.517566
1051 57 -287.460433
1107 98 512.019619
958 85 -978.367053
998 79 334.442543
721 46 586.044994
1772 54 685.090622
421 49 -435.697920
1246 4 997.966672
163 67 -612.915077
20 64 -494.162799
142 29 -343.808160
1507 58 -42.977129
851 69 365.261152
1567 44 648.620205
1928 24 -747.937796
403 57 -545.310346
1021 15 -280.219876
1203 27 687.278815
1250 22 574.350797
1455 76 -933.835990
1840 55 -826.736721
1820 53 192.466673
613 30 -438.268241
518 94 698.153009
627 80 -995.543868
414 47 298.928558
1763 88 -849.326139
161 88 311.167989
21 45 885.049464
1179 59 -833.806685
331 70 322.155755
1953 55 683.708816
922 70 -369.480936
1915 25 -967.380971
285 46 -455.204171
518 46 -56.431910
1688 5 -143.233547
428 0 -901.090763
1467 72 242.311439
1303 48 -66.920660
630 76 -697.963398
199 57 -452.434400
1336 2 933.465530
1298 44 -92.623857
473 61 839.687501
128 30 736.837598
97 26 188.105983
1756 59 -310.751972
939 63 282.419877
907 70 306.266036
1579 35 844.152723
805 63 208.695452
1468 26 822.708305
1171 53 -841.902405
443 20 -989.692652
337 69 -687.029474
56 92 -590.262222
237 11 -830.188841
1072 61 -608.222895
773 51 -639.958202
333 81 -743.199836
476 17 35.978902
1704 85 421.800969
548 29 -899.985123
816 39 -969.140120
961 46 230.933786
281 67 -520.939602
1661 72 828.191709
974 17 -259.010603
1792 54 117.095734
1411 14 613.727775
388 59 357.296738
245 91 -296.058143
1385 47 -230.445342
554 45 -964.776205
809 76 240.100584
565 62 466.060011
423 7 -671.479581
181 3 374.879427
710 65 605.744090
853 11 350.016034
853 38 905.332040
1471 13 836.063647
889 59 638.708379
696 55 257.207750
1456 23 907.093973
1544 31 748.171619
1825 16 472.140241
1479 40 -725.415644
650 37 251.011177
1672 11 -323.116625
949 5 -431.944896
1434 81 319.753071
1182 80 -436.352973
1090 13 147.820216
111 79 272.561957
1148 83 570.322174
1661 46 -313.695511
1949 45 679.354629
106 53 -384.391513
195 88 799.830310
117 42 -917.724887
4 23 85.347183
1785 81 946.743072
1683 28 468.441566
1953 86 -684.264107
9 30 277.061600
461 68 145.401079
1394 64 530.399535
335 9 -797.029296
1334 57 -42.185790
1454 23 -276.097522
28 5 674.541222
366 53 83.455598
615 2 -28.774906
1155 34 703.869727
1474 28 -639.114008
1774 34 315.946385
1410 20 478.946396
1174 88 -525.864730
319 67 -185.572474
1545 75 -528.744117
1820 3 -857.705020
496 54 499.478349
38 29 591.650385
1595 51 623.748007
1786 57 -416.550035
992 98 568.718062
762 1 251.553430
1432 40 -523.394193
309 71 -851.384137
776 10 780.852260
1341 60 491.743026
533 32 -930.976457
1431 5 -110.848040
1148 47 100.232025
131 71 -250.744654
925 89 -861.854471
1970 33 736.712048
1690 37 245.990808
62 91 195.657590
1940 74 178.356136
33 47 602.848377
1500 62 -642.587768
236 34 -470.619503
1579 24 535.707835
57 16 598.839923
910 21 97.736714
599 99 -688.973792
1594 42 -97.373919
85 27 -107.727255
821 6 -583.989822
107 10 573.081538
516 84 -329.624844
149 80 699.910682
1810 99 626.177238
261 90 685.977685
262 63 583.501044
214 95 458.187223
1648 98 768.423319
1418 36 684.611382
731 20 -205.244785
1622 71 -637.467493
256 72 -917.054448
1623 49 794.765755
1948 66 489.314636
778 6 -47.007706
1837 31 -886.058477
738 13 -321.129411
1671 53 -598.061387
334 79 85.642533
327 8 13.541069
1655 60 -215.123189
1406 44 -133.618299
1342 82 -264.823237
1029 76 -3.304932
1806 39 -747.188287
1948 29 168.538780
1133 30 -124.421144
1249 55 430.621768
1442 20 631.303223
317 75 177.565236
494 47 -846.217450
1954 40 -356.181465
24 24 -902.139557
989 62 341.037117
1580 45 -615.391545
400 0 813.896702
988 11 -708.818567
982 96 -248.690643
1734 13 -417.733492
553 69 296.114721
1918 70 -723.815561
1146 87 -785.797294
136 83 -316.045804
197 13 402.639285
1486 75 -531.891799
162 49 973.003448
1880 44 782.540406
1853 14 626.496338
1508 4 722.163905
941 23 -589.807820
1382 30 23.656095
1735 70 -218.868214
1059 3 -113.155546
1056 85 -920.872579
1269 87 378.694428
1691 35 -400.610346
530 42 245.884683
999 75 -861.424587
357 4 285.252978
1167 11 -622.092560
296 80 -182.797931
1911 51 314.613808
1143 9 -809.368493
1405 24 -612.502820
1034 17 518.545648
1977 80 -474.085653
16 16 -499.695011
1372 36 -200.821657
1365 94 -451.698673
793 22 102.092830
388 15 -936.568316
1276 11 -558.670317
667 10 -903.147510
851 0 -105.879058
584 66 950.272358
756 89 -347.935945
600 3 -964.831891
1279 88 389.033972
1295 50 -220.608689
1668 29 -816.661743
1646 83 -136.900623
652 17 318.368684
1738 11 -600.975835
1035 28 -357.375694
393 96 -997.422116
1009 37 610.387928
178 9 169.542798
1745 54 24.783620
1216 78 217.815676
1992 48 -717.335092
202 80 838.593000
879 33 -206.732218
1022 64 -923.954572
1524 98 801.702737
732 83 -97.316068
410 87 -665.980132
1953 33 626.797573
428 26 -600.610443
1608 10 638.455529
1546 31 981.303211
368 74 -576.169855
633 63 365.708957
1931 81 623.657124
275 14 990.112999
68 41 430.712218
640 28 -670.817093
1713 27 -555.173635
1769 75 260.665194
281 37 569.452222
1615 48 -805.615918
814 6 -843.568373
1728 66 904.515154
1860 70 696.993225
1122 84 2.617960
1190 94 421.022709
1157 27 824.722468
650 15 -149.330576
927 24 262.182671
851 83 566.038921
1391 76 624.762876
1067 2 -170.458513
1038 8 -732.243601
826 22 113.112204
87 86 -661.900210
1670 11 153.262814
159 11 767.116026
1467 41 106.324873
1280 99 198.240170
1411 77 -936.009685
1607 24 534.126329
1940 74 -79.650071
337 40 858.114998
730 6 -431.387829
1037 82 -391.185695
979 27 -975.723078
1155 24 811.122293
618 75 -862.447032
1192 71 -171.790725
1195 45 952.475383
1312 71 358.805186
1902 2 -681.885588
1028 39 -640.360142
565 34 613.203291
1764 64 -417.206091
1289 23 591.946014
779 85 -667.789220
226 88 -548.725462
1112 89 555.404557
1048 98 650.736091
956 8 73.566519
374 0 -198.075190
1045 10 849.005242
884 2 -669.624588
877 74 804.242678
1623 79 -444.667095
1965 52 632.023857
688 85 -992.843782
54 49 436.945215
1478 45 -721.247020
971 19 -664.902264
1799 13 -219.771692
1510 10 997.200757
1981 60 525.356761
1636 49 -319.473675
279 34 -587.823725
1724 20 -396.276922
71 85 923.495242
308 0 505.413447
1608 42 919.270139
1067 3 409.347623
1074 62 -981.417619
638 13 760.933030
913 22 663.170289
1464 27 -237.332816
193 22 -141.460280
1437 48 322.149837
280 76 485.298828
163 58 -762.229340
988 22 300.012514
455 74 306.864784
1753 56 -104.696877
252 69 -732.721825
1813 47 626.076441
1312 95 -830.164214
6 53 -59.528282
770 83 -102.134466
842 82 -686.959238
1467 6 -262.186339
1444 24 581.828702
1257 47 518.628808
1924 6 -505.724173
360 56 -878.533118
160 99 805.663802
1876 70 241.003636
599 57 591.720660
1003 42 442.654216
74 60 -876.619098
559 59 266.422540
421 14 -819.494810
620 36 -905.212279
572 69 -951.752796
577 76 114.683290
420 37 -629.900008
375 90 -222.723024
1451 59 -196.304608
1742 26 797.747877
806 58 -868.554098
226 84 -507.000308
1100 74 -121.633865
1126 60 263.057890
975 45 237.432953
60 9 268.856568
446 26 61.729589
117 48 -894.597904
1097 4 -525.936963
1363 38 647.039404
905 46 -533.532485
1553 1 844.166464
1748 97 904.072110
43 12 -740.212771
856 14 -231.874799
1084 30 -990.339120
822 52 -288.764986
1901 5 -102.484805
1796 21 231.389327
1177 76 298.815185
1686 6 125.996309
590 74 -744.757519
965 0 -2.967506
604 82 -898.762776
1338 42 -908.681467
170 56 914.149336
940 72 -879.620152
1442 76 525.410712
1873 79 82.015612
1729 35 -108.156182
91 79 387.164017
1086 60 424.462164
275 73 -378.146289
1130 15 -228.328108
1257 6 45.199969
487 78 879.975457
598 56 -292.822193
1513 56 -960.511598
1319 84 603.224502
526 99 481.324531
175 94 -758.027685
678 13 703.608745
975 34 360.701607
1290 37 -370.093534
1609 77 -256.892418
1642 15 154.624257
581 71 -215.091899
542 28 879.360363
989 26 -65.067895
508 33 184.558953
579 82 -289.880720
1113 23 -698.804691
1144 22 -424.564607
1808 49 553.847090
1276 18 -556.961391
895 75 -182.611691
1266 36 20.601697
1706 44 -612.329743
1751 89 -833.073654
350 71 -888.389624
845 38 326.806143
355 15 455.723207
867 28 -461.921646
802 62 -240.715962
173 47 -327.741625
261 18 474.359587
1014 41 -124.037441
1737 35 -928.186002
1749 4 -851.170232
708 73 840.556639
1252 95 -206.770178
364 59 353.377262
1025 72 -47.245668
1280 64 -465.008462
1068 20 -686.876800
216 28 593.138577
177 17 -424.493108
1878 89 10.374686
1595 61 -370.197225
1254 66 -302.149073
1689 53 -729.340933
1608 5 461.750515
372 45 -929.201873
196 72 62.434064
1396 43 -976.484922
1572 90 209.297230
423 52 204.262998
280 44 357.715703
841 2 953.838695
1531 92 -152.427496
157 95 -48.808752
97 15 957.913772
323 62 71.774195
1669 24 -70.364000
527 7 246.318711
1630 7 789.946854
994 28 387.250351
1879 14 452.469323
897 7 379.318838
1941 96 -74.769965
995 3 767.407161
962 68 -794.749598
1363 24 887.435927
1955 69 772.648135
702 49 -305.050743
1534 12 6.354280
1079 5 -607.340235
1619 35 98.881752
556 26 671.360113
1616 75 -690.866629
1542 93 978.349763
1821 1 133.336570
1962 51 -3.184047
1810 36 -585.367505
1346 81 -228.488102
1717 96 536.262364
1128 88 -113.259599
1088 54 128.512051
1663 42 -666.916212
1142 81 -120.285403
427 35 -499.050090
199 33 316.485768
541 4 -609.651352
578 14 850.537231
1054 37 -97.514526
479 0 -691.319793
581 24 -884.142013
1549 28 313.670669
1487 18 950.618929
101 33 -171.457526
1949 68 704.670768
1750 36 -35.287921
1833 61 -407.359563
839 81 608.118385
1558 3 630.382549
1292 9 866.049572
766 70 251.430899
3 34 468.830430
207 95 117.877314
899 7 198.907282
1491 40 246.705606
870 75 -277.914999
1398 69 932.115064
1506 55 265.502453
397 92 -204.250891
26 45 611.359575
1889 63 -404.915362
236 91 428.330705
804 35 -120.876904
55 64 295.426106
948 77 238.481713
1567 72 891.278278
1693 54 475.114582
1745 51 59.573938
1424 7 -364.291708
601 54 -605.762233
131 69 -524.500283
325 90 463.352706
1942 88 -660.411521
574 89 -230.948209
149 86 -648.041617
1050 63 397.627202
216 81 -586.020613
1939 98 149.835918
1146 5 417.343880
143 29 -142.554512
1801 17 -730.820074
332 23 488.201801
1825 33 -119.793726
934 25 301.528814
1253 73 -763.467646
1601 19 -49.977321
1536 51 317.755258
1619 14 -14.348839
1302 97 175.338217
965 76 -601.985079
65 8 -69.099006
1579 0 -872.214335
1094 11 -445.765515
1301 34 -570.149840
1337 64 872.860017
164 49 -562.985029
870 50 -317.296458
8 4 409.385944
947 51 98.304417
952 26 77.630974
379 85 528.798669
242 90 -609.812941
1830 26 359.223524
484 1 848.645223
902 89 -134.892580
1259 30 -538.435038
996 43 -593.627233
1354 63 -18.901801
366 25 176.523463
459 35 -138.519761
851 20 -927.381684
278 8 830.497100
791 90 -758.034757
753 5 82.112584
96 33 -676.083532
705 36 969.866851
1950 54 959.614601
475 99 981.094270
667 38 -920.221871
1247 21 -98.929722
1927 48 951.527970
290 78 -91.880703
786 79 320.581606
754 48 660.544806
1425 4 -295.323090
1989 74 -749.305263
359 96 -85.223878
193 39 109.801099
1037 8 -494.719158
463 65 -217.025208
1543 47 -226.233661
1909 48 817.994636
171 42 -58.843695
1776 59 913.977310
1578 35 781.932592
1400 16 114.021505
1802 8 -317.416965
1440 93 605.343290
787 9 15.892514
1370 57 562.319463
1791 25 264.661269
137 37 936.993801
571 29 -247.661388
644 88 192.818369
787 21 -667.019307
484 20 450.441789
194 18 -453.823824
1708 22 -953.781536
273 9 312.486361
212 45 -864.015187
16 39 132.109280
1989 9 521.397768
1604 5 -99.648166
369 43 414.330904
1933 19 -219.924366
769 81 371.955226
154 65 -149.501030
628 72 97.482496
904 11 -834.049452
1986 18 -755.957134
353 96 -954.715090
967 15 13.921904
878 6 -952.661871
1052 7 757.283683
2 1 943.123465
766 60 371.305303
1376 73 556.994249
781 43 -310.611273
1840 43 655.064652
1587 85 -212.888176
1213 86 903.692455
348 50 169.623124
99 31 -586.230916
1360 68 862.146331
949 59 -986.541791
1052 48 -859.724423
387 56 -937.969463
1553 60 -99.223784
638 20 -297.651480
720 93 601.295864
1972 90 879.303330
1325 56 -145.883931
1568 14 -722.100235
413 49 -16.083984
1388 97 -801.656429
441 4 -333.843297
785 19 -835.731235
1315 35 -470.445408
1580 34 -883.407214
450 64 -87.138469
311 39 -279.437147
506 84 -808.224651
110 67 -266.808011
931 82 -872.336801
506 46 -892.616204
1700 8 331.764611
770 59 42.833520
383 28 792.491069
637 21 430.651675
286 60 -17.790057
1912 30 -655.354995
821 24 807.303113
1661 0 454.559205
807 14 513.936295
1388 41 -951.356703
456 36 -955.073861
973 29 -866.179543
229 25 263.010794
1392 16 771.833567
544 29 -190.084801
1932 72 -744.917265
820 37 689.637605
705 71 -870.303126
1155 29 -420.291763
1542 46 -113.343378
839 50 -497.304225
199 35 -17.495495
1006 53 -262.600672
361 44 87.547678
13 52 -498.093637
334 65 -71.209056
1520 89 -694.016174
790 56 641.484388
1823 65 471.988757
1298 65 -287.602890
55 63 344.027727
1456 79 -731.124160
366 99 -706.642356
1245 38 -935.877669
1399 94 -761.241595
154 69 183.366043
1795 93 206.819793
1776 90 -608.470483
106 56 278.247302
949 45 -618.664322
1485 99 426.599294
1454 41 -24.100780
1892 73 127.173665
660 85 444.589650
1009 39 -664.199735
1510 97 149.897305
800 9 -580.378892
1218 81 -525.025375
334 59 -176.411647
758 46 924.817132
1807 12 224.879274
404 18 -851.626113
914 43 321.511022
339 50 978.869532
311 52 -861.150229
891 63 -926.893310
437 28 -493.220473
635 26 -84.257776
637 68 614.018645
1624 96 -627.764163
24 17 177.729747
143 8 -332.757431
142 1 -443.410776
768 20 800.179286
575 85 -117.000503
693 65 -934.958205
902 59 -882.482241
645 4 -330.066027
836 67 712.171121
584 6 764.589882
1920 19 -850.987888
94 0 -994.519183
1031 90 627.052961
335 80 300.328888
307 94 625.451193
1765 42 -481.818269
1765 0 163.911564
1858 73 404.024039
1412 94 -52.548556
738 75 -200.108215
983 16 440.872202
520 35 536.311925
1361 19 831.013596
1944 33 -795.561818
1015 29 -902.386397
186 66 538.028863
1080 12 -490.090374
1650 7 -147.885280
807 70 -493.490636
700 92 -263.939190
1780 34 248.793732
1633 60 -779.197640
1735 74 348.162626
1865 7 -470.766689
306 68 -59.682025
1429 77 773.496312
1737 54 -189.405709
1508 93 -490.203427
775 30 -318.161370
1025 58 -442.911426
1117 23 -968.942230
1861 73 -805.519886
1476 54 -944.028461
1764 89 160.918678
478 17 237.790662
744 83 -795.859290
1550 48 357.891028
1473 69 -600.668618
1749 37 -745.499431
1789 50 907.880692
762 99 -685.299696
791 60 -574.234836
1118 53 552.350525
869 38 91.297320
1323 50 510.355449
897 35 547.049849
277 70 552.019482
1216 78 368.341993
7 38 -748.497114
200 65 -614.045336
12 73 811.583548
1894 98 -485.843896
1899 93 382.779357
387 41 178.149821
1674 19 898.327246
1473 87 -90.105578
1713 28 706.169484
1653 20 117.310891
165 76 -497.617593
1770 92 -162.563391
1654 90 -28.272123
984 43 -891.257076
688 19 549.489784
423 40 5.814363
1696 53 785.077278
1758 85 713.343812
826 9 812.627148
164 75 -735.728894
899 25 467.080957
486 91 675.351709
563 38 -193.943408
366 10 -586.959423
1338 88 -666.366864
394 19 783.809990
258 44 -651.502151
1114 33 626.060656
341 81 -954.250199
1872 92 -940.028810
218 36 52.693110
1073 57 120.382661
1236 18 406.427383
1996 89 -212.972295
1404 85 352.622881
1010 1 -302.970475
459 1 -347.809866
202 39 634.781893
634 45 716.800124
501 36 914.430335
500 16 -600.680866
1915 23 -810.349479
668 19 -638.179687
1857 38 -770.779960
1638 5 -382.264829
1906 7 -837.407953
66 39 -631.234611
1910 66 -706.885503
590 5 927.582202
490 20 -358.206496
1578 12 352.580408
571 32 128.144479
1185 74 947.559675
1419 76 -271.160927
512 53 279.311421
252 67 -743.270132
201 50 394.798279
1006 42 -327.332655
273 83 -322.868010
1149 35 635.487619
352 76 -739.958223
243 49 -342.031211
1009 86 14.323573
1057 31 414.687783
246 68 -828.304316
460 94 248.246243
474 99 -787.142835
1663 13 -697.468511
744 41 685.782527
1183 78 255.634299
1334 62 -707.536811
1437 26 293.897510
1805 87 667.246980
727 61 -129.586617
757 30 -357.651053
431 32 -482.639510
1794 13 -145.813126
1582 2 -470.250527
1534 0 445.211198
823 45 -187.115424
81 89 -504.205982
1017 19 529.386512
1024 69 951.486472
719 57 -789.227702
174 2 130.993221
929 13 -795.354157
1241 45 139.573558
109 3 -926.433853
29 12 -912.641925
436 5 302.588601
1494 50 869.369532
526 34 -666.375917
1983 78 -759.565974
764 88 729.137776
2 68 935.256974
139 37 -150.154161
340 56 -187.986501
1684 17 -911.010450
268 64 -793.015900
987 63 711.561292
1696 87 325.898931
1476 4 150.129545
367 54 877.999727
1449 29 -920.974678
1784 27 97.403833
1092 39 454.409241
1675 85 -291.461012
1141 8 -17.199561
103 92 -728.630194
751 70 -593.458979
944 4 -880.763568
94 69 -982.151831
792 70 678.355694
59 99 68.813936
1807 68 -272.941148
415 30 -858.536920
765 27 11.062771
968 16 -340.922774
303 81 -485.514235
1664 54 500.111215
805 28 -954.137925
356 17 974.601142
1784 21 258.747707
1073 95 -147.657163
290 38 -575.732636
412 45 -444.390923
1889 7 -877.227690
53 22 570.989471
231 61 62.030227
897 64 -791.383067
1306 79 -516.191871
1983 9 755.998899
1281 14 239.328327
1632 51 456.636748
1563 5 825.938465
828 18 776.451149
1785 76 882.503945
1071 98 -150.989215
1983 79 -746.289156
260 22 -588.203100
1379 45 -755.989184
1042 71 -908.591720
1651 91 -846.711773
548 52 905.662275
1661 64 649.472989
1318 9 -106.335317
1277 63 -493.439150
99 61 -102.249767
1420 93 20.638849
204 89 291.788963
104 2 146.108690
286 3 322.469630
1967 67 -249.660607
1149 83 658.592021
1479 90 -302.422710
1719 75 -431.584072
554 8 250.415524
102 81 -848.672005
613 98 951.826070
976 56 -777.128570
1251 31 164.009603
921 90 824.908961
1297 86 165.329972
750 25 -761.852330
198 25 352.423555
1808 54 876.573661
1845 38 -980.762866
73 69 770.922238
286 12 -8.473914
1766 67 -969.570007
1342 24 -602.508101
334 88 -263.010333
615 61 831.018999
498 74 -756.348299
1659 9 -381.512871
390 57 286.163334
144 23 505.459658
1290 89 54.544758
1549 48 557.576523
765 99 -214.290089
145 36 82.136503
1056 89 -194.168946
1726 85 -325.236201
668 58 -268.492071
1406 51 159.668299
377 11 -379.472783
1217 77 546.969915
688 88 -332.229532
795 2 280.756781
636 62 139.538394
310 56 -450.250154
370 71 846.071840
1957 84 -440.293463
1194 39 -22.915734
1548 43 803.427574
674 56 -156.047780
739 63 448.438926
1418 25 420.121575
816 10 22.353796
1831 66 222.783698
1182 48 -807.644252
1951 28 705.756261
1164 95 -557.104739
569 3 279.897277
1589 88 7.000199
166 4 -143.048399
1038 72 -584.116886
813 54 -865.720388
1244 85 946.831916
46 6 -787.748043
1848 50 -382.243557
38 35 830.685081
1260 79 -477.392315
693 5 -36.081444
77 74 151.047335
348 6 -21.466830
296 79 -801.707728
625 25 881.322559
814 24 641.356774
393 84 -820.944468
409 14 -480.514392
1243 12 533.840632
1915 45 290.176958
1855 54 768.355467
1100 11 -253.049625
293 77 -287.431788
61 12 -273.589721
598 59 87.141136
1292 19 408.786609
65 94 673.640762
1634 14 16.723659
1069 28 -210.913171
1766 3 135.669142
1733 57 610.590600
916 2 -149.242413
347 58 841.662215
755 16 -763.967621
524 65 -873.290016
946 57 268.709478
762 44 436.544660
1908 48 -865.622633
260 77 -792.883539
1625 72 267.709945
913 84 525.589410
1713 57 -533.458063
610 57 82.092674
314 27 597.443718
1039 20 485.665331
1882 98 -614.646997
152 33 -662.226682
277 10 130.726367
749 3 -374.744158
372 97 -830.582943
971 3 -130.032752
972 60 245.289399
511 58 439.104413
709 78 -573.795987
1158 14 203.669391
781 37 375.955920
682 28 -945.440940
818 98 -977.844872
1724 25 -723.691188
1564 26 359.415317
984 42 465.897902
1298 24 -608.952322
9 0 -233.413438
394 19 -612.188505
290 8 -67.828381
602 81 773.456888
1230 37 -931.958181
642 5 -225.273639
226 1 -165.357237
804 83 -152.048903
665 51 -152.394882
1229 45 -288.386403
1594 25 -858.970992
57 44 -725.572120
916 3 896.692478
1206 76 -249.164262
146 76 575.558364
1571 13 -471.360975
297 75 -108.760511
1024 17 925.772540
661 98 -371.721690
1012 63 589.944804
1078 52 -505.083922
249 83 -799.465443
237 87 -984.291490
1886 47 -191.820408
356 17 387.388239
525 49 -605.576361
1788 52 -462.265793
1108 90 -370.134545
328 54 388.339929
308 39 181.306243
213 81 662.896090
436 79 -217.127562
1254 30 -813.045526
1587 37 517.493439
1109 32 -256.487537
720 76 -943.757411
679 23 -232.672003
1030 24 620.557163
966 30 -299.532037
952 15 760.909617
307 68 742.198718
1016 72 -153.618609
1268 16 -56.531214
709 53 543.309629
953 88 -748.333471
1576 97 -419.242171
1848 53 -367.534610
878 61 -199.452431
814 37 780.156099
292 21 -218.684537
751 72 -649.517404
1773 80 943.558713
1832 90 -550.248183
1793 41 -855.712873
79 72 -111.810080
29 46 -208.671391
835 33 152.415905
864 58 862.024038
1128 80 -14.651503
1809 76 -225.665397
257 66 481.151084
149 0 -330.509603
735 1 130.652129
91 14 828.230822
1310 53 764.099906
119 16 41.856771
47 13 -303.308559
1431 10 971.856220
1886 98 967.842109
910 33 -981.645707
1195 35 -413.641525
1417 62 975.413522
1084 4 -983.796108
1359 24 -721.313118
164 6 572.786268
1565 60 741.036765
1494 47 -57.827560
1251 1 807.659045
19 37 117.267648
1425 95 879.335685
1598 62 226.437263
585 78 -324.593310
1615 90 -197.243890
328 17 561.683062
1655 6 381.685921
848 38 -821.018034
1903 30 729.489402
1522 41 176.596621
1962 82 920.478621
9 64 -637.817086
77 71 -331.502618
1453 8 -374.804366
680 6 676.311807
143 79 403.406889
1592 46 -924.019136
821 52 -308.584261
29 90 -70.207868
1198 11 -386.618523
988 86 -352.791474
617 86 452.711373
1470 17 -847.661215
1114 43 -649.292378
1959 66 723.655447
362 48 53.982117
995 20 -138.426855
770 3 954.951169
787 35 589.089793
